#stn,X,Y,Z,ReceiverName,AntennaName,ClockType
PRE400ZAF,5066223.489,2719222.966,-2754406.543,ITT 3750300,TPSCR.G5,EXTERNAL CESIUM /RCVR2
PTAG00PHL,-3184318.745,5291065.489,1590418.235,LEICA GR50,LEIAR25.R4,INTERNAL
PTBB00DEU,3844060.11,709661.2,5023129.46,SEPT POLARX5TR,LEIAR25.R4,EXTERNAL ACTIVE H-MASER
PTGG00PHL,-3184365.6327,5291038.8848,1590414.0821,SEPT POLARX5,TRM59800.00,INTERNAL
PTVL00VUT,-5950573.262,1230677.252,-1932016.954,TRIMBLE NETR9,JAVRINGANT_DM,INTERNAL
QAQ100GRL,2170942.18,-2251829.95,5539988.29,SEPT POLARX5,ASH701945E_M,INTERNAL
QIKI00CAN,1069081.29,-2195214.2,5872519.02,ASHTECH UZ-12,ASH701945E_M,INTERNAL
QUI300ECU,1272867.304,-6252772.044,-23801.759,ITT 3750300,TPSCR.G5,EXTERNAL CESIUM /RCVR1
QUI400ECU,1272867.304,-6252772.044,-23801.759,ITT 3750300,TPSCR.G5,EXTERNAL CESIUM /RCVR2
QUIN00USA,-2517231.209,-4198595.058,4076531.208,JAVAD TRE_3 DELTA,ASH701945E_M,INTERNAL
RABT00MAR,5255617.68,-631745.622,3546322.61,JAVAD TRE_3 DELTA,TRM29659.00,INTERNAL
RAEG00PRT,4618477.733,-2166047.526,3816304.845,LEICA GR25,LEIAR20,EXTERNAL H-MASER
RAMO00ISR,4514719.1,3133506.0,3228042.6,JAVAD TRE_G3TH DELTA,ASH701945B_M,INTERNAL
RBAY00ZAF,4739765.8116,2970758.3766,-3054077.6457,TRIMBLE NETR9,TRM59800.00,INTERNAL
RCMN00KEN,5101067.6,3829081.6,-135016.5,LEICA GRX1200GGPRO,LEIAT504GG,EXTERNAL (INTERNAL OR EXTERNAL H-MASER/CESIUM/ETC)
RDSD00DOM,2078681.178,-5683736.413,2006886.9092,TRIMBLE NETR9,TRM59800.00,INTERNAL
REDU00BEL,4091423.462,368380.429,4863179.703,SEPT POLARX5,SEPCHOKE_B3E6,EXTERNAL CESIUM
RESO00CAN,-144097.43,-1683123.97,6129777.88,ASHTECH UZ-12,ASH700936A_M,INTERNAL
REUN00REU,3364099.1673,4907944.4587,-2293466.897,SEPT POLARX5,TRM55971.00,INTERNAL
REYK00ISL,2587384.533,-1043033.497,5716564.008,LEICA GR50,LEIAR25.R4,INTERNAL
RGDG00ARG,1429870.3961,-3495334.7685,-5122723.0071,TRIMBLE ALLOY,TRM59800.00,INTERNAL
RIGA00LVA,3183899.344,1421478.378,5322810.736,LEICA GR25,LEIAR25.R4,INTERNAL
RIO200ARG,1429907.7834,-3495354.8119,-5122698.6553,SEPT ASTERX4,SEPCHOKE_B3E6,INTERNAL
RIOP00ECU,1255140.9798,-6253585.5781,-182569.6128,TRIMBLE NETRS,TRM41249.00,INTERNAL
ROAG00ESP,5105577.352,-555208.925,3769714.099,SEPT POLARX5TR,LEIAR25.R4,EXTERNAL H-MASER
ROCK00USA,-2533220.219,-4631543.3986,3568400.542,TPS NET-G3A,TPSCR.G3,INTERNAL
ROTH00ATA,909246.711,-2264763.494,-5873056.98,LEICA GRX1200+GNSS,LEIAR25,INTERNAL 
SALU00BRA,4566947.87,-4443098.5,-286674.66,TRIMBLE NETR9,TRM115000.00,INTERNAL QUARTZ
SAMO00WSM,-6129702.2557,-890029.4165,-1516807.4422,TRIMBLE NETR9,JAVRINGANT_DM,INTERNAL
SANT00CHL,1769693.588,-5044574.184,-3468320.907,SEPT POLARX5,JAVRINGANT_DM,INTERNAL
SASK00CAN,-1106129.71,-3758704.03,5016675.77,JAVAD TRE_G3TH DELTA,NOV750.R4,INTERNAL
SAVO00BRA,4870283.7503,-3864605.3094,-1418872.4823,TRIMBLE NETR9,TRM115000.00,INTERNAL QUARTZ
SBOK00ZAF,5279492.0167,1703114.2749,-3139092.9922,TRIMBLE NETRS,ASH701941.B,INTERNAL
SCH200CAN,1448636.93,-3385243.67,5191046.95,JAVAD TRE_3N DELTA,ASH701945E_M,INTERNAL
SCIP00USA,-2556587.44,-4711014.03,3446241.4,TPS NET-G3A,TPSCR.G3,INTERNAL
SCOR00GRL,1982096.1,-798821.0,5989464.5,SEPT POLARX5,ASH701941.B,EXTERNAL RUBIDIUM
SCRZ00BOL,2743005.924,-5420745.291,-1937117.112,LEICA GR10,LEIAR10,INTERNAL 
SCTB00ATA,-1311028.8,308512.8,-6213390.9,TRIMBLE ALLOY,TRM115000.00,INTERNAL 
SCUB00CUB,1474538.1759,-5811243.3797,2168958.8133,JAVAD TRE_G3TH DELTA,JAV_RINGANT_G3T,INTERNAL
SEJN00KOR,-3110081.801,4082093.983,3775023.519,TRIMBLE NETR9,TRM59800.00,INTERNAL
SEME00KAZ,688306.417,4012382.787,4893725.828,LEICA GR10,LEIAR25.R4,INTERNAL
SEY200SYC,3602867.3394,5238179.3811,-516268.0725,JAVAD TRE_G3TH DELTA,JAVRINGANT_DM,INTERNAL
SEYG00SYC,3597836.0,5240884.0,-516781.0,SEPT POLARX5,TRM59800.00,INTERNAL
SFDM00USA,-2532676.4067,-4615598.8587,3588781.3303,TRIMBLE NETRS,ASH701945B_M,INTERNAL
SFER00ESP,5105519.055,-555146.005,3769803.246,LEICA GR25,LEIAR25,EXTERNAL CESIUM
SGOC00LKA,1113280.0609,6233644.2886,760276.9549,JAVAD TRE_3,JAVRINGANT_G5T,INTERNAL
SGPO00USA,-667801.1647,-5082858.388,3782394.883,JAVAD TRE_3,JAVRINGANT_G5T,INTERNAL
SHAO00CHN,-2831733.583,4675665.958,3275369.41,ASHTECH UZ-12,AOAD/M_T,INTERNAL
SHE200CAN,1899507.99,-3991722.36,4582242.82,TRIMBLE NETR8,TRM29659.00,INTERNAL
SIN100SGP,-1507972.56,6195614.06,148488.0,TRIMBLE NETR9,LEIAR25.R3,INTERNAL
SMST00JPN,-3822373.395,3699359.882,3507585.789,TRIMBLE NETR9,TRM57971.00,EXTERNAL NONE
SNI100USA,-2631346.8232,-4646278.7114,3477113.3756,TPS NET-G3A,TPSCR.G3,INTERNAL
SOD300FIN,2200149.224,1091650.85,5866868.645,JAVAD TRE_3 DELTA,JAVRINGANT_DM,INTERNAL
SOFI00BGR,4319372.39,1868687.57,4292063.8,LEICA GRX1200GGPRO,LEIAR25.R3,INTERNAL
SOLO00SLB,-5911340.124,2156887.299,-1038664.005,TRIMBLE NETR9,JAVRINGANT_DM,INTERNAL
SPK100USA,-2535991.9364,-4642434.9628,3552148.2605,TPS NET-G3A,TPSCR.G3,INTERNAL
SPT000SWE,3328984.813,761910.066,5369033.475,SEPT POLARX5TR,TRM59800.00,EXTERNAL H-MASER
SPTU00BRA,3766123.31,-4567433.46,-2367323.83,TRIMBLE NETR9,TRM57971.00,INTERNAL 
SSIA00SLV,95610.0615,-6197817.1521,1500617.9412,TRIMBLE NETR9,TRM59800.80,INTERNAL 
STFU00USA,-2700404.18,-4292605.52,3855137.41,JAVAD TRE_G3TH DELTA,TRM57971.00,EXTERNAL RUBIDIUM
STHL00GBR,6104817.308,-605827.996,-1740738.865,JAVAD TRE_3 DELTA,TPSCR.G3,INTERNAL
STJ300CAN,2612588.6706,-3426820.6402,4686773.7555,SEPT POLARX5TR,LEIAR25.R4,INTERNAL 
STJO00CAN,2612631.2,-3426807.0,4686757.8,JAVAD TRE_3N DELTA,AOAD/M_T,INTERNAL
STK200JPN,-3642161.206,2861487.883,4370351.333,TRIMBLE ALLOY,TRM59800.00,EXTERNAL CESIUM
STPM00SPM,2436208.256,-3634804.894,4624885.452,TRIMBLE NETR9,TRM57971.00,INTERNAL
STR100AUS,-4467102.3061,2683039.5303,-3666949.982,SEPT POLARX5,ASH701945C_M,EXTERNAL CESIUM
STR200AUS,-4467074.3565,2683011.9072,-3667008.2854,TRIMBLE ALLOY,LEIAR25.R3,INTERNAL
SULP00UKR,3765296.991,1677559.204,4851297.409,TRIMBLE NETR9,TPSCR.G5,INTERNAL
SUTH00ZAF,5041274.8417,1916054.1204,-3397075.9716,SEPT POLARX5,ASH701945G_M,INTERNAL
SUTM00ZAF,5041190.169,1916067.017,-3397189.514,JAVAD TRE_3,JAVRINGANT_G5T,INTERNAL
SUWN00KOR,-3062023.4156,4055449.1662,3841819.3768,TRIMBLE NETR9,TRM59800.80,EXTERNAL CESIUM
SVTL00RUS,2730156.0,1562365.0,5529989.0,JAVAD TRE_3 DELTA,JAVRINGANT_DM,EXTERNAL H-MASER CH1-80
SYDN00AUS,-4648240.0068,2560636.5563,-3526319.0239,SEPT POLARX4TR,ASH701945C_M,EXTERNAL CESIUM
SYOG00ATA,1766207.8686,1460290.3801,-5932297.7652,TRIMBLE ALLOY,TRM159900.00,EXTERNAL CESIUM
TABL00USA,-2448550.1126,-4668099.0769,3582741.024,TRIMBLE NETR9,TRM57971.00,INTERNAL
TANA00ETH,4970747.7784,3790687.1134,1271109.0376,LEICA GR25,LEIAR25.R4,INTERNAL 
TASH00UZB,1695945.1994,4487138.5684,4190140.6931,SEPT ASTERX4,SEPCHOKE_B3E6,EXTERNAL RUBIDIUM
TCMS00TWN,-2982782.8539,4966660.1585,2658809.4594,LEICA RS500,LEIAT504,INTERNAL
TDOU00ZAF,5064840.8313,2969624.4192,-2485110.0433,TRIMBLE NETRS,LEIAT504,INTERNAL
TEHN00IRN,3240499.403,4049740.323,3701663.005,TRIMBLE NETR9,TRM57971.00,INTERNAL
THTG00PYF,-5246414.0,-3077260.0,-1913842.0,SEPT POLARX5TR,LEIAR25.R3,EXTERNAL CESIUM
THTI00PYF,-5246415.8134,-3077260.6338,-1913841.9696,TRIMBLE NETR8,ASH701945E_M,INTERNAL
THU200GRL,538093.7,-1389088.0,6180979.3,SEPT POLARX5,ASH701073.1,INTERNAL
TID100AUS,-4460996.069,2682557.144,-3674443.875,SEPT POLARX5,AOAD/M_T,EXTERNAL H-MASER
TIDB00AUS,-4460996.4047,2682557.0885,-3674443.393,ASHTECH UZ-12,AOAD/M_T,EXTERNAL H-MASER
TIT200DEU,3993787.1,450204.2,4936131.8,JAVAD TRE_3 DELTA,LEIAR25.R4,INTERNAL
TIXI00RUS,-1264872.963,1569455.814,6031003.388,JPS EGGDT,TPSCR3_GGD,INTERNAL
TLSE00FRA,4627851.899,119638.546,4372993.537,TRIMBLE NETR9,TRM59800.00,INTERNAL
TLSG00FRA,4628684.7869,119997.1258,4372110.3365,SEPT POLARX5TR,TRM59800.00,EXTERNAL CESIUM
TNML00TWN,-2982779.0389,4966662.6552,2658805.7381,AOA BENCHMARK ACT,AOAD/M_T,EXTERNAL RUBIDIUM
TONG00TON,-5930303.7231,-500147.2009,-2286366.2029,SEPT POLARX5,TRM59800.00,INTERNAL
TOPL00BRA,4174345.6,-4690236.73,-1118921.27,TRIMBLE NETR9,TRM115000.00,INTERNAL 
TORP00USA,-2517894.5535,-4670259.8838,3527827.6264,TPS NET-G3A,TPSCR.G3,INTERNAL
TOW200AUS,-5054582.68,3275504.572,-2091539.886,SEPT POLARX5,LEIAR25.R3,INTERNAL
TRAK00USA,-2480029.62,-4703110.48,3511298.77,TPS NET-G3A,TPSCR.G3,INTERNAL
TRO100NOR,2102929.0,721619.0,5958196.0,TRIMBLE NETR9,TRM59800.00,EXTERNAL RUBIDIUM
TSK200JPN,-3957184.109,3310231.726,3737703.956,TRIMBLE NETR9,TRM59800.00,EXTERNAL H-MASER
TSKB00JPN,-3957199.24,3310199.668,3737711.708,TRIMBLE NETR9,AOAD/M_T,EXTERNAL CESIUM
TUBI00TUR,4211318.522,2377865.759,4144664.456,TRIMBLE 5700,TRM29659.00,INTERNAL
TUVA00TUV,-6307543.7662,88454.3221,-939278.1193,TRIMBLE NETR9,JAVRINGANT_DM,INTERNAL
TWTF00TWN,-2994425.04,4951312.24,2674498.6,SEPT POLARX4TR,ASH701945C_M,EXTERNAL STEERED H-MASER
UCAL00CAN,-1641945.2,-3664804.1,4940009.3,TRIMBLE NETR9,TRM57971.00,INTERNAL
UCLP00USA,-2519007.2327,-4650672.3153,3552862.7886,TPS NET-G3A,TPSCR.G3,INTERNAL
UCLU00CAN,-2440669.042,-3416437.062,4785136.849,SEPT POLARX5,SEPCHOKE_B3E6,INTERNAL CLOCK
UFPR00BRA,3763751.676,-4365113.8613,-2724404.579,TRIMBLE NETR9,TRM115000.00,INTERNAL
ULAB00MNG,-1257408.9234,4099404.3974,4707992.6715,JAVAD TRE_3,JAVRINGANT_G5T,INTERNAL
ULDI00ZAF,4796680.9045,2930311.4777,-3005435.8146,TRIMBLE NETR9,ASH701941.B,INTERNAL 
UNB300CAN,1761288.2,-4078238.6,4561417.8,TRIMBLE ALLOY,TRM57971.00,INTERNAL
UNBD00CAN,1761305.9,-4078238.57,4561411.35,JAVAD TRE_G2T DELTA,TRM55971.00,INTERNAL
UNBJ00CAN,1761288.1,-4078238.6,4561417.7,TPS LEGACY,TRM57971.00,INTERNAL
UNBN00CAN,1761288.2,-4078238.6,4561417.8,NOV OEM6,TRM57971.00,INTERNAL
UNSA00ARG,2412830.4245,-5271936.73,-2652209.0548,SEPT ASTERX4,SEPCHOKE_B3E6,INTERNAL
UNX200AUS,-4644465.21,2549952.76,-3538929.46,JAVAD TRE_G3TH DELTA,LEIAR25.R3,INTERNAL
UNX300AUS,-4644465.21,2549952.76,-3538929.46,SEPT POLARX4,LEIAR25.R3,INTERNAL
URAL00RUS,1716013.966,3047281.697,5316302.551,TRIMBLE R9S,CHCC220GR2,INTERNAL
URUM00CHN,193030.2318,4606851.332,4393311.5615,JAVAD TRE_3,JAVRINGANT_G5T,INTERNAL
USN700USA,1112162.138,-4842854.667,3985497.066,SEPT POLARX5TR,TPSCR.G5,EXTERNAL H-MASER
USN800USA,1112162.138,-4842854.667,3985497.066,SEPT POLARX5TR,TPSCR.G5,EXTERNAL H-MASER
USN900USA,1112162.138,-4842854.667,3985497.066,NOV OEM6,TPSCR.G5,EXTERNAL H-MASER
USNO00USA,1112189.773,-4842955.026,3985352.266,ASHTECH Z-XII3T,AOAD/M_T,EXTERNAL STEERED H-MASER
USP100FJI,-6060627.2843,164379.897,-1974093.2186,PANDA PD51A,HXCCGX601A,INTERNAL
USUD00JPN,-3855263.0361,3427432.5571,3741020.2929,SEPT POLARX5,AOAD/M_T,EXTERNAL H-MASER
UTQI00USA,-1880399.9215,-813136.6979,6019921.5735,JAVAD TR_G3TH,JAV_GRANT-G3T,INTERNAL
UZHL00UKR,3907587.6652,1602428.5337,4763783.6858,NOV OEMV3,NOV702GG,INTERNAL
VACS00MUS,3215946.33,5047448.47,-2198719.6,SEPT POLARX5,JAVRINGANT_DM,INTERNAL
VALD00CAN,919075.83,-4167766.23,4724323.53,TPS NET-G5,TPSCR.G3,INTERNAL
VILL00ESP,4849833.874,-335049.255,4116014.809,SEPT POLARX5,SEPCHOKE_B3E6,EXTERNAL CESIUM
VIS000SWE,3246470.561,1077900.313,5365277.902,SEPT POLARX5,AOAD/M_T,INTERNAL
VNDP00USA,-2678090.1164,-4525437.3954,3597431.7369,TRIMBLE NETR9,TRM59800.00,INTERNAL
VOIM00MDG,4054014.146,4316070.229,-2365224.017,JAVAD TR_G3TH,JAV_RINGANT_G3T,INTERNAL
WAB200CHE,4327318.0,566956.0,4636426.0,SEPT POLARX5TR,SEPCHOKE_B3E6,EXTERNAL UTC(CH) Master Clock
WARK00NZL,-5115333.2299,477886.9079,-3767147.473,TRIMBLE ALLOY,TRM115000.00,EXTERNAL H-MASER
WARN00DEU,3658785.6,784471.1,5147870.7,JAVAD TRE_3 DELTA,LEIAR25.R4,INTERNAL
WDC500USA,1112158.868,-4842855.614,3985496.946,ITT 3750300,TPSCR.G5,EXTERNAL H-MASER
WDC600USA,1112158.868,-4842855.614,3985496.946,ITT 3750300,TPSCR.G5,EXTERNAL H-MASER
WES200USA,1492233.247,-4458089.489,4296046.035,SEPT POLARX5,TPSCR4,EXTERNAL H-MASER
WGTN00NZL,-4777269.46,434270.155,-4189484.491,TRIMBLE ALLOY,TRM115000.00,INTERNAL 
WHC100USA,-2488199.3244,-4673487.1517,3544649.2637,TPS NET-G3A,TPSCR.G3,INTERNAL
WHIT00CAN,-2218337.85,-2201205.06,5543057.57,TPS NET-G3A,AOAD/M_T,INTERNAL
WIDC00USA,-2354850.17,-4745524.01,3540693.1,TRIMBLE NETR9,TRM57971.00,INTERNAL
WILL00CAN,-2084258.016,-3313872.98,5019853.081,TRIMBLE NETR9,TRM59800.00,INTERNAL
WIND00NAM,5633708.7802,1732017.696,-2433985.8026,JAVAD TRE_3,JAVRINGANT_G5T,INTERNAL
WLSN00USA,-2483640.9494,-4660072.8425,3568172.1952,TPS NET-G3A,TPSCR.G3,INTERNAL
WROC00POL,3835751.0,1177249.0,4941605.0,LEICA GR50,LEIAR25.R4,INTERNAL
WSRT00NLD,3828739.0,443305.0,5064887.0,SEPT POLARX5,AOAD/M_T,INTERNAL
WTZ300DEU,4075535.3,931822.185,4801608.915,JAVAD TRE_G3TH DELTA,LEIAR25.R3,EXTERNAL H-MASER EFOS 39
WTZA00DEU,4075578.494,931852.658,4801569.946,SEPT POLARX2,ASH700936C_M,EXTERNAL CESIUM
WTZR00DEU,4075580.685,931853.66,4801568.054,LEICA GR50,LEIAR25.R3,EXTERNAL H-MASER EFOS 18
WTZS00DEU,4075535.3,931822.185,4801608.915,SEPT POLARX5TR,LEIAR25.R3,EXTERNAL CESIUM
WTZZ00DEU,4075579.269,931853.281,4801569.136,JAVAD TRE_3 DELTA,LEIAR25.R3,EXTERNAL H-MASER EFOS 18
WUH200CHN,-2267749.0,5009154.0,3221290.0,JAVAD TRE_3,JAVRINGANT_G5T,INTERNAL
WUHN00CHN,-2267750.266,5009156.142,3221291.898,TRIMBLE NETR9,TRM59800.00C,EXTERNAL RUBIDIUM CLOCK STEERED BY GPS
XMIS00AUS,-1696343.679,6039590.1166,-1149276.4801,TRIMBLE NETR9,JAVRINGANT_DM,INTERNAL
YAKT00RUS,-1914998.836,2308241.52,5610225.578,JAVAD TRE_3N DELTA,ASH701933B_M,EXTERNAL CESIUM
YAR200AUS,-2389025.394,5043316.852,-3078530.861,TRIMBLE ALLOY,AOAD/M_T,INTERNAL
YAR300AUS,-2389042.6217,5043313.558,-3078525.7908,SEPT POLARX5,LEIAR25,INTERNAL
YARR00AUS,-2389024.506,5043315.359,-3078534.163,SEPT POLARX5,LEIAT504,INTERNAL
YEBE00ESP,4848724.95,-261632.509,4123093.952,TRIMBLE NETR9,TRM29659.00,EXTERNAL H-MASER
YEL200CAN,-1224441.9824,-2689174.6494,5633660.3762,SEPT POLARX5TR,LEIAR25.R4,EXTERNAL VCH-1008 MASER
YELL00CAN,-1224452.4,-2689216.0,5633638.2,JAVAD TRE_3N DELTA,AOAD/M_T,EXTERNAL MASER
YIBL00OMN,3294552.811,4905092.434,2393579.637,TRIMBLE NETR9,ASH701945C_M,INTERNAL
YKRO00CIV,6306439.897,-578380.783,757956.481,JAVAD TRE_3 DELTA,ASH701945C_M,INTERNAL
YONS00KOR,-3047506.741,4043980.58,3865243.01,TRIMBLE NETR9,TRM59800.00,INTERNAL 
YSSK00RUS,-3465320.847,2638269.382,4644085.485,JAVAD TRE_3N DELTA,ASH701933B_M,INTERNAL
ZAMB00ZMB,5415353.011,2917209.914,-1685888.865,JAVAD TRE_3 DELTA,AOAD/M_T,INTERNAL
ZECK00RUS,3451175.15,3060335.95,4391955.97,JAVAD TRE_3 DELTA,JAVRINGANT_DM,EXTERNAL H-MASER VCH-1003M
ZIM200CHE,4331300.16,567537.081,4633133.51,TRIMBLE NETR9,TRM59800.00,INTERNAL
ZIM300CHE,4331300.16,567537.081,4633133.51,TRIMBLE NETR9,TRM59800.00,EXTERNAL H-MASER
ZIMM00CHE,4331297.348,567555.639,4633133.728,TRIMBLE NETR9,TRM29659.00,INTERNAL
